style;category_1;parent_type_1;subtype_1;subtype_2;subtype_3;subtype_4;subtype_5;subtype_6;division_1;gender_1;age_1;fabric_main_1;fabric_subtype_1;season_use_1;activity_use_1;sustainability_1;sustainability_2;sustainability_3;sustainability_certification_1;sustainability_certification_2;technology_1;technology_2;technology_3;technology_4;prod_collection_1;mrkt_collection_1;accessories_straps_1;adjustable_1;attachment_system_1;backpack_size_1;buckle_1;closure_1;closure_2;compartments_1;compartments_2;construction_1;construction_2;construction_3;cuff_1;dimension_length_1;dimension_width_1;dimension_height_1;fabric_outer_1;fabric_palm_1;fit_1;fit_2;fit_3;frame_material_1;lens_size_1;gaiter_1;handles_1;handles_2;hood_1;insulation_1;insulation_2;insulation_level_1;insulation_technology_1;jacket_length_1;leg_length_1;lining_1;lining_2;lining_3;locks_1;made_in_1;neck_1;pocket_1;pocket_2;pocket_3;pocket_4;reversible_1;sandal_strap_1;seams_1;size_1;size_2;sleeve_length_1;sole_1;straps_1;straps_2;straps_3;thickness_1;uv_protection_1;vents_1;visor_1;volume_1;waist_1;warranty_1;waterproofing_level_1;waterproofing_technology_1;water-temp_1;weight_1;wetsuit_lining_1;wetsuit_lining_2;wetsuit_lining_3;wetsuit_neoprene_1;wetsuit_neoprene_2;wetsuit_neoprene_3;wetsuit_seam_1;wetsuit-entry_1;wheels_1;window_1;dress_length_1;coverage_1;coverage_2;padding_1;support_1;frame_size_1;shell_1;footwear_top_1;upper_material_1;insole_1;concave_1;case_shape_1;case_size_1;watch_strap_1;rocker_1;footwear_height_1;flex_rating_1;outsole_1;liner_1
EVYSF00119;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;quiksilver;men;adult;cotton;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;dna;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00120;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;quiksilver;men;adult;cotton;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;dna;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00122;clothing;sweatshirt;sweatshirt;pullover;graphic;;;;quiksilver;men;adult;cotton;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;dna;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00209;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;quiksilver;men;adult;cotton;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;dna;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00210;clothing;sweatshirt;sweatshirt;pullover;embroidered;;;;quiksilver;men;adult;cotton;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;dna;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00211;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;quiksilver;men;adult;cotton_blend;sweatshirt_fleece;;;recycled;;;not_found;;not_found;;;;saturn;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00212;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;;;quiksilver;men;adult;cotton_blend;sweatshirt_fleece;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00213;clothing;sweatshirt;sweatshirt;pullover;hoodie;;;;quiksilver;men;adult;cotton_blend;thermal;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00214;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;oversized;;quiksilver;boys;8-16_years;cotton_blend;french_terry;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;oversized;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00215;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;;;quiksilver;boys;8-16_years;cotton_blend;french_terry;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00216;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;oversized;;quiksilver;boys;8-16_years;cotton_blend;french_terry;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;oversized;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00217;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;quiksilver;boys;8-16_years;cotton_blend;french_terry;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00218;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;quiksilver;boys;8-16_years;cotton_blend;french_terry;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00220;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;oversized;;quiksilver;boys;8-16_years;cotton_blend;french_terry;;;not_found;;;not_found;;not_found;;;;saturn;;;;;;;;;;;;;;;;;;;;regular;oversized;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00222;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;embroidered;;quiksilver;boys;8-16_years;cotton_blend;french_terry;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00223;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;;;quiksilver;boys;2-7_years;cotton_blend;french_terry;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;comfort;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00224;clothing;sweatshirt;sweatshirt;full_zip;hoodie;;;;quiksilver;men;adult;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00225;clothing;sweatshirt;sweatshirt;full_zip;embroidered;;;;quiksilver;men;adult;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;mock;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00227;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;quiksilver;men;adult;cotton_blend;french_terry;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00228;clothing;sweatshirt;sweatshirt;full_zip;hoodie;graphic;;;quiksilver;men;adult;cotton_blend;french_terry;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;waffle;jersey;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00229;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;oversized;;quiksilver;men;adult;cotton;french_terry;;;organic;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;oversized;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00230;clothing;sweatshirt;sweatshirt;half_zip;pullover;embroidered;;;quiksilver;men;adult;cotton_blend;french_terry;;;recycled;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;comfort;;;;;;;;;;;;;;;not_found;;;;;mock;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00231;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;oversized;;quiksilver;men;adult;cotton_blend;sweatshirt_fleece;;;recycled;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00233;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;;;quiksilver;men;adult;cotton;french_terry;;;organic;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00234;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;;;quiksilver;men;adult;cotton;french_terry;;;organic;;;not_found;;not_found;;;;heat_wave;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJBP00278;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;quiksilver;men;adult;cotton_blend;french_terry;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJDS00130;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;quiksilver;men;adult;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJFB00135;clothing;sweatshirt;sweatshirt;pullover;graphic;;;;quiksilver;men;adult;cotton;jersey;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJFT00261;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;;;quiksilver;boys;8-16_years;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;comfort;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJFT00262;clothing;fleece_polar;full_zip;;;;;;quiksilver;boys;2-7_years;polyester;polar_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;comfort;;;;;;;;;;;;;;;not_found;;;;;mock;chest_pocket;zip_pocket;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJFT00263;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;;;quiksilver;boys;2-7_years;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;comfort;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJFT00264;clothing;sweatshirt;sweatshirt;half_zip;pullover;hoodie;;;quiksilver;men;adult;polyester;sherpa;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;side_pocket;zip_pocket;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJHA00372;clothing;fleece_polar;full_zip;;;;;;quiksilver;men;adult;polyester;polar_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;comfort;;;;;;;;;;;;;;;not_found;;;;;mock;zip_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJHA00373;clothing;sweatshirt;sweatshirt;full_zip;hoodie;;;;quiksilver;men;adult;stretch_polyester;sweatshirt_fleece;;;not_found;;;not_found;;dryflight_water-repellent;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;side_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJJK00162;clothing;sweatshirt;sweatshirt;;;;;;quiksilver;men;adult;polyester;plain_weave;;;pfc_free;recycled;;not_found;;warmflight;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;collar;chest_pocket;side_pocket;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJKD00138;clothing;fleece_polar;half_zip;pullover;oversized;;;;quiksilver;men;adult;polyester;polar_fleece;;;recycled;;;repreve;;not_found;;;;saturn;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;mock;zip_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJKK00104;clothing;fleece_polar;full_zip;;;;;;quiksilver;men;adult;polyester;polar_fleece;;;recycled;;;repreve;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;mock;side_pocket;zip_pocket;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJKT00251;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;;;roxy;women;adult;cotton_blend;sweatshirt_fleece;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;crew;chest_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJKT00261;clothing;sweatshirt;sweatshirt;half_zip;pullover;hoodie;;;roxy;women;adult;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;drop_shoulder;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJNP00199;clothing;sweatshirt;sweatshirt;pullover;graphic;;;;roxy;women;adult;cotton_blend;terry_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJNS00202;clothing;sweatshirt;sweatshirt;pullover;graphic;;;;roxy;women;adult;cotton_blend;terry_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJWD00392;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;oversized;;roxy;women;adult;cotton_blend;sweatshirt_fleece;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJWD00426;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;;;roxy;women;adult;cotton_blend;sweatshirt_fleece;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJWT00228;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;;;roxy;women;adult;cotton_blend;sweatshirt_fleece;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJWT00238;clothing;sweatshirt;sweatshirt;pullover;graphic;;;;roxy;women;adult;cotton_blend;sweatshirt_fleece;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX100273;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;;;roxy;women;adult;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;loose;;;;;;;;;;;;;;;not_found;;;;;hood;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX100275;clothing;sweatshirt;sweatshirt;full_zip;graphic;hoodie;;;roxy;women;adult;cotton_blend;yarn_dye;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;regular;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX100296;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;oversized;;roxy;women;adult;cotton_blend;sweatshirt_fleece;;;organic;recycled;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;hood;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX300565;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;;;roxy;women;adult;cotton;jersey;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX300568;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;jersey;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX300581;clothing;sweatshirt;sweatshirt;pullover;graphic;;;;roxy;girls;8-16_years;cotton_blend;burnout;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX300616;clothing;sweatshirt;sweatshirt;full_zip;hoodie;;;;roxy;girls;2-16_years;cotton_blend;terry_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX400512;clothing;sweatshirt;sweatshirt;pullover;hoodie;;;;roxy;girls;2-16_years;cotton_blend;terry_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;flare;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX400515;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;oversized;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX400540;clothing;sweatshirt;sweatshirt;pullover;hoodie;;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;recycled;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX400558;clothing;sweatshirt;sweatshirt;pullover;graphic;hoodie;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJX400559;clothing;sweatshirt;sweatshirt;full_zip;graphic;hoodie;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJZT00413;clothing;sweatshirt;sweatshirt;pullover;graphic;oversized;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;long;oversized;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJZT00424;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;recycled;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJZT00430;clothing;sweatshirt;sweatshirt;pullover;graphic;;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;recycled;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJZT00435;clothing;sweatshirt;sweatshirt;pullover;graphic;;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;recycled;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;crew;not_found;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJZT00452;clothing;sweatshirt;sweatshirt;full_zip;hoodie;graphic;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;recycled;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBYAA00229;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBYAA00238;clothing;sweatshirt;sweatshirt;pullover;hoodie;graphic;;;roxy;girls;2-16_years;cotton_blend;sweatshirt_fleece;;;not_found;;;not_found;;not_found;;;;not_found;;;;;;;;;;;;;;;;;;;;relaxed;;;;;;;;;;;;;;;not_found;;;;;hood;pouch_pocket;;;;;;;;;long_sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
