attribute;value1;value2;value3;value4;value5;value6;value7;value8;value9;value10;value11;value12;value13;value14
subtype;windbreaker;workwear;relaxed;balaclava;ankle;utilitarian;grip;sun;military;turtle_neck;sunglasses_retainer;lens;cowboy;onesie
