style;name;color;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;;description
erjft05010;essential energy timeless cn;wcf0;253;;roxy;women;adult;clothing;pullover;crew;casual;;;Type: Sport fleece^Fit: Regular crew neck with drop shoulders^Features : Contrasted bands at sleeves^Fabric: Soft feel and cosy terry fleece fabric and ribbed fabric at collar, cuffs and bottom hemband^Content: 100% organic cotton
erjft05011;essential energy boxy half zip;pjq0;253;;roxy;women;adult;clothing;pullover;fleece;casual;;;Type: Sport fleece^Fit: Boxy fit with zippered high collar^Features contrasted bands at sleeves^Fabric: Soft feel and cosy terry fleece fabric and rib at cuffs and bottom hemband^Content: 100% organic cotton
erjft05011;essential energy boxy half zip;wcf0;253;;roxy;women;adult;clothing;pullover;fleece;casual;;;Type: Sport fleece^Fit: Boxy fit with zippered high collar^Features contrasted bands at sleeves^Fabric: Soft feel and cosy terry fleece fabric and rib at cuffs and bottom hemband^Content: 100% organic cotton
erjft05012;rise & vibe sweet fleece;rrf0;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Sport fleece^Fit: Regular with high collar^Features : snap buttons at collar closure^Fabric: Super soft handfeel fabric for a smooth feel during practice^Content: 48% Modal, 44% Recycled Polyester, 8% Elastane
erjft05012;rise & vibe sweet fleece;wcf0;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Sport fleece^Fit: Regular with high collar^Features : snap buttons at collar closure^Fabric: Super soft handfeel fabric for a smooth feel during practice^Content: 48% Modal, 44% Recycled Polyester, 8% Elastane
erjft05014;view point block;csq0;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Half zip color block fleece^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Half zip with metal zipped opening^^Puff ink Artwork at front and sleeve
erjft05015;cross your mind;mld0;253;;roxy;women;adult;clothing;pullover;fleece;casual;;;Type:Color block shirt collar fleece pullover^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit:Boxy fit^Buttons at front fastening^Rib at cuffs^Roxy heart embroidery at front
erjft05016;lineup oversized hoodie;mlb0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Oversized hoodie with vintage wash effect^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester brushed fleece (280g/m2)^Fit: Oversize fit^Rib at hem and cuffs^Vintage inspired graphics at front and back
erjft05017;keep dreaming;pjq0;253;;roxy;women;adult;clothing;pullover;crew;casual;;;Type: Crew neck fleece with vintage wash effect^Fabric: 80% Cotton, 20% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Rib yoke at sides body^Roxy heart embroidery at front
erjft05018;surf stoked crew brushed vint;byl0;253;;roxy;women;adult;clothing;pullover;crew;casual;;;Type: Crew neck fleece^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Rib at neck, hem and cuffs^Front screen art
erjft05018;surf stoked crew brushed vint;ged0;253;;roxy;women;adult;clothing;pullover;crew;casual;;;Type: Crew neck fleece^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Rib at neck, hem and cuffs^Front screen art
erjft05018;surf stoked crew brushed vint;tec0;253;;roxy;women;adult;clothing;pullover;crew;casual;;;Type: Crew neck fleece^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Rib at neck, hem and cuffs^Front screen art
erjft05020;surf stoked hoodie brushed art;bkj0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05020;surf stoked hoodie brushed art;gld0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05020;surf stoked hoodie brushed art;kvj0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05020;surf stoked hoodie brushed art;mlb0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05021;surf stoked hoodie brushed vt;byl0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05021;surf stoked hoodie brushed vt;ged0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05021;surf stoked hoodie brushed vt;tec0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05022;surf stoked zipped brushed;gld0;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Zipper hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05022;surf stoked zipped brushed;kvj0;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Zipper hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05022;surf stoked zipped brushed;pjq0;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Zipper hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood^Front screen art
erjft05028;vl surf stoked hoodie brushed;bkj0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Front logo
erjft05028;vl surf stoked hoodie brushed;gld0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Front logo
erjft05028;vl surf stoked hoodie brushed;kvj0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Front logo
erjft05028;vl surf stoked hoodie brushed;mld0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Front logo
erjft05028;vl surf stoked hoodie brushed;wbs0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Front logo
erjft05029;vl feels right;kvj4;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Printed zipper hoodie^Fabric: Cotton polyester brushed 60% Cotton, 40% Polyester (250g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Drawcord at hood
erjft05032;perfect place hoodie brushed;pjq0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Relaxed hoodie with vintage artwork^Fabric: 80% Cotton, 20% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Rib at hem and cuffs^Kangaroo pocket^Drawcord at hood^Front and back vintage logo
erjft05033;waves of warmth tech top;kvj0;253;;roxy;women;adult;clothing;pullover;half_zip;casual;;;Type: Technical long sleeve top^Fit: Regular with high collar^Features: Half zip at collar for heat regulation^Mesh panels at back and shoulders for a good breathability^Thumb holes^Fabric: Textured and quick drying technical fabric^Content: Main fabric 88% Recycled Polyester, 12% Elastane^Mesh panels 95% Recycled Polyester, 5% Elastane
erjft05033;waves of warmth tech top;tmg0;253;;roxy;women;adult;clothing;pullover;half_zip;casual;;;Type: Technical long sleeve top^Fit: Regular with high collar^Features: Half zip at collar for heat regulation^Mesh panels at back and shoulders for a good breathability^Thumb holes^Fabric: Textured and quick drying technical fabric^Content: Main fabric 88% Recycled Polyester, 12% Elastane^Mesh panels 95% Recycled Polyester, 5% Elastane
erjft05040;gone wild block;tec7;253;;roxy;women;adult;clothing;pullover;crew;casual;;;Type: Color block fleece with printed block^Fabric: 60% Cotton, 40% Polyester brushed fleece (230g/m2)^Fit: Relaxed fit^Artwork at front
erjft05041;perfect stripe;gld2;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Striped zip hoodie^Fabric: Yarn dye stripes 60% Cotton, 40% Polyester Terry (250g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Tonal Roxy heart embroidery at front
erjft05041;perfect stripe;xbww;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Striped zip hoodie^Fabric: Yarn dye stripes 60% Cotton, 40% Polyester Terry (250g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Tonal Roxy heart embroidery at front
erjft05046;surf stoked hoodie brushed;gld0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Front logo
erjft05046;surf stoked hoodie brushed;pjq0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Front logo
erjft05046;surf stoked hoodie brushed;tec0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Pullover hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Drawcord at hood^Front logo
erjft05047;surfing by daylight hoodie;kvj0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Modal blend lounge hoodie^Fabric:68% Modal, 29% Polyester, 3% Elastane(205g/m2)^Fit: Relaxed fit^Embroidery at chest^Self fabric hem and cuffs
erjft05047;surfing by daylight hoodie;mlb0;253;;roxy;women;adult;clothing;pullover;hoodie;casual;;;Type: Modal blend lounge hoodie^Fabric:68% Modal, 29% Polyester, 3% Elastane(205g/m2)^Fit: Relaxed fit^Embroidery at chest^Self fabric hem and cuffs
erjft05048;surfing by daylight full zip;bkj0;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Modal blend zipper hoodie^Fabric: Modal polyester elastane (205g/m2)^Fit: Relaxed fit^Embroidery at chest^Self fabric hem and cuffs
erjft05048;surfing by daylight full zip;rrf0;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;;Type: Modal blend zipper hoodie^Fabric: Modal polyester elastane (205g/m2)^Fit: Relaxed fit^Embroidery at chest^Self fabric hem and cuffs
erjgl03004;storm women lens;bra0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03004;storm women lens;mfk0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03004;storm women lens;pkz0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03004;storm women lens;rqf0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03004;storm women lens;skt0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03004;storm women lens;wbz0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03004;storm women lens;yhj0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03007;wildlove lens;blk8;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Color Luxe lens technology Sonar by ZEISS¨^Super Anti-fog >120s with anti-scratch treatment^Spherical injected double lens with magnets integrated^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03007;wildlove lens;ncv8;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Color Luxe lens technology Sonar by ZEISS¨^Super Anti-fog >120s with anti-scratch treatment^Spherical injected double lens with magnets integrated^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03007;wildlove lens;wbz0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Color Luxe lens technology Sonar by ZEISS¨^Super Anti-fog >120s with anti-scratch treatment^Spherical injected double lens with magnets integrated^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03008;moonride/sunnyride lens;blk8;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: ^Packaging: ^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjgl03008;moonride/sunnyride lens;blq3;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: ^Packaging: ^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjgl03008;moonride/sunnyride lens;ncv8;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: ^Packaging: ^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjgl03008;moonride/sunnyride lens;ndf7;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: ^Packaging: ^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjgl03008;moonride/sunnyride lens;wbz0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: ^Packaging: ^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjgl03009;izzy lens;ndf7;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03009;izzy lens;pkz0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03009;izzy lens;skt0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03011;rosewood lens;bqe0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Color Luxe lens technology Sonar by ZEISS¨^Super Anti-fog >120s with anti-scratch treatment^Spherical injected double lens with magnets integrated^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03011;rosewood lens;ndf7;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Color Luxe lens technology Sonar by ZEISS¨^Super Anti-fog >120s with anti-scratch treatment^Spherical injected double lens with magnets integrated^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03011;rosewood lens;prm0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Color Luxe lens technology Sonar by ZEISS¨^Super Anti-fog >120s with anti-scratch treatment^Spherical injected double lens with magnets integrated^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03011;rosewood lens;rqf0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Color Luxe lens technology Sonar by ZEISS¨^Super Anti-fog >120s with anti-scratch treatment^Spherical injected double lens with magnets integrated^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03011;rosewood lens;wbz0;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Color Luxe lens technology Sonar by ZEISS¨^Super Anti-fog >120s with anti-scratch treatment^Spherical injected double lens with magnets integrated^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03011;rosewood lens;xssn;253;;roxy;women;adult;snow;snow_accessory;lens;snow;;;Product Type: Spare Lens^Color Luxe lens technology Sonar by ZEISS¨^Super Anti-fog >120s with anti-scratch treatment^Spherical injected double lens with magnets integrated^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
erjgl03014;storm mg women lens;kvj0;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe Cylindrical double lens technology Sonar powared by ZEISS¨ ^^Frame Technology: ^^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: ^Packaging: ^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjgl03014;storm mg women lens;ndf7;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe Cylindrical double lens technology Sonar powared by ZEISS¨ ^^Frame Technology: ^^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: ^Packaging: ^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjgl03014;storm mg women lens;rqf0;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe Cylindrical double lens technology Sonar powared by ZEISS¨ ^^Frame Technology: ^^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: ^Packaging: ^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjha03315;truckin;kvj0;253;;roxy;women;adult;accessories;cap;trucker;active;;;"Type: Trucker cap^Fabric: Polyester^Construction: Adjustable back closure^mesh back^Visor/Brim: Curved visor^Roxy screen print^OSFM = 22""/56cm"
erjha03648;dear believer logo;kvj0;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Cotton twill^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Roxy logo embroidery^OSFM = 22""/56cm"
erjha03676;soulrocker;sgrh;253;;roxy;women;adult;accessories;cap;trucker;active;;;"Type: Trucker cap^Fabric: Polyester^Construction: Adjustable back closure, mesh back^Visor/Brim: Curved visor^Roxy screen print^OSFM = 22""/56cm"
erjha03677;extra innings a;kvj0;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Recycled cotton twill^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Leather logo patch^OSFM = 22""/56cm"
erjha03677;extra innings a;sgrh;253;;roxy;women;adult;accessories;cap;baseball;active;;;"Type: Baseball cap^Fabric: Recycled cotton twill^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Leather logo patch^OSFM = 22""/56cm"
erjha04133;extra innings a color;gng0;253;;roxy;women;adult;accessories;cap;trucker;active;;;"Type: Baseball cap^Fabric: Cotton twill^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Leather logo patch^OSFM = 22""/56cm"
erjha04133;extra innings a color;mek0;253;;roxy;women;adult;accessories;cap;trucker;active;;;"Type: Baseball cap^Fabric: Cotton twill^Construction: 6-panel ""J shape"" construction^Visor/Brim: Curved visor^Leather logo patch^OSFM = 22""/56cm"
erjha04160;winter beanie;kvj0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Lining: Polar fleece lined band^Chunky cable knit^Solid color pom
erjha04160;winter beanie;sjn0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Lining: Polar fleece lined band^Chunky cable knit^Solid color pom
erjha04160;winter beanie;wcf0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Lining: Polar fleece lined band^Chunky cable knit^Solid color pom
erjha04408;peak chic beanie;kvj0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 50% Recycled Polyester, 24% Acrylic, 16% Nylon, 8% Wool, 2% Elastane^FEATURES^Lining: Polar fleece lined band^Folded Fit
erjha04408;peak chic beanie;wcf0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 50% Recycled Polyester, 24% Acrylic, 16% Nylon, 8% Wool, 2% Elastane^FEATURES^Lining: Polar fleece lined band^Folded Fit
erjha04409;tonic beanie;kvj0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 100% Acrylic^FEATURES^Lining: Polar fleece lined band^Jacquard ROXY lettering^Folded Fit^2 colors pom
erjha04409;tonic beanie;wcf0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 100% Acrylic^FEATURES^Lining: Polar fleece lined band^Jacquard ROXY lettering^Folded Fit^2 colors pom
erjha04410;valwood beanie;kvj0;253;;roxy;women;adult;accessories;beanie;sherpa;snow;;;Type: Beanie^FABRIC: 100% Polyester sherpa fabric^FEATURES^Lining: Full polar fleece lining^Folded Fit
erjha04410;valwood beanie;wcf0;253;;roxy;women;adult;accessories;beanie;sherpa;snow;;;Type: Beanie^FABRIC: 100% Polyester sherpa fabric^FEATURES^Lining: Full polar fleece lining^Folded Fit
erjha04411;peace polly beanie;bzm0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;Type: Beanie^YARN: 100% nylon^FEATURES^Lining: Full polar fleece lining^Feather look yarn^Folded Fit
erjha04411;peace polly beanie;pjq0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;Type: Beanie^YARN: 100% nylon^FEATURES^Lining: Full polar fleece lining^Feather look yarn^Folded Fit
erjha04412;icevalley beanie;kvj0;253;;roxy;women;adult;accessories;beanie;pom;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Lining: Polar fleece lined band^Jacquard pattern^Folded Fit
erjha04412;icevalley beanie;pjq0;253;;roxy;women;adult;accessories;beanie;pom;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Lining: Polar fleece lined band^Jacquard pattern^Folded Fit
erjha04413;frozenlake beanie;kvj0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;Type: Beanie^YARN: 50% Nylon,50% Wool^FEATURES^Double layer rib knit^Neps yarn^Folded Fit
erjha04413;frozenlake beanie;wcf0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;Type: Beanie^YARN: 50% Nylon,50% Wool^FEATURES^Double layer rib knit^Neps yarn^Folded Fit
erjha04414;folker beanie;gnw0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Double layer rib knit^Durable water repellent treatment^Folded Fit
erjha04414;folker beanie;kvj0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Double layer rib knit^Durable water repellent treatment^Folded Fit
erjha04414;folker beanie;nkn0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Double layer rib knit^Durable water repellent treatment^Folded Fit
erjha04414;folker beanie;pjq0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Double layer rib knit^Durable water repellent treatment^Folded Fit
erjha04414;folker beanie;yfk0;253;;roxy;women;adult;accessories;beanie;knit;snow;;;Type: Beanie^YARN: 100% acrylic^FEATURES^Double layer rib knit^Durable water repellent treatment^Folded Fit
erjha04415;blizzard beanie;kvj0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 70% Recycled polyester,30% acrylic^FEATURES^Lining: Polar fleece lined band^Diagonal cable knit^Folded Fit^Natural faux fur pom
erjha04415;blizzard beanie;nkn0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 70% Recycled polyester,30% acrylic^FEATURES^Lining: Polar fleece lined band^Diagonal cable knit^Folded Fit^Natural faux fur pom
erjha04415;blizzard beanie;pjq0;253;;roxy;women;adult;accessories;beanie;polar-lined;snow;;;Type: Beanie^YARN: 70% Recycled polyester,30% acrylic^FEATURES^Lining: Polar fleece lined band^Diagonal cable knit^Folded Fit^Natural faux fur pom
