style;division;gender;age;category;parent_type;subtype;activity_use;sustainability;sustainability_certification1;sustainability_certification2;fabric_main1;fabric_main2;fabric_main3;fabric_main4;fabric_main5;fabric_main6;fabric_subtype1;lining1;lining2;lining3;lining4;filling;padding_material;technology1;technology2;technology3;technology4;technology5;technology6;technology7;prod_collection;size;dimension_height1;dimension_length1;dimension_width1;dimension_height2;dimension_length2;dimension_width2;volume1;volume2;backpack_size;number_pocket_bag;straps1;straps2;straps3;straps4;visor;lens_tint1;lens_tint2;lens_tint3;lens_tint4;fit1;fit2;fit3;fit4;sleeve_length;leg_length;closure1;closure2;waist;pocket1;pocket2;pocket3;pocket4;pocket5;dress_length;hood;neck;reversible;denim_wash;print;footwear_height;outsole1;outsole2;insole;sole_type;top_shape1;top_shape2;top_shape3;top_shape4;bottom_shape1;bottom_shape2;bottom_shape3;bottom_shape4;bottom_shape5;bottom_shape6;coverage1;coverage2;bra_impact;padding;uv_protection;wetsuit_type;thickness;water-temp;wetsuit_technology1;wetsuit_technology2;wetsuit_technology3;wetsuit_technology4;wetsuit_seam1;wetsuit_seam2;wetsuit-entry;snow_activity;flex_rating;rocker;insulation_level;insulation_technology1;insulation_technology2;waterproofing_level1;waterproofing_technology1;Lumina Comments
24B483505;billabong;women;adult;clothing;jackets;fleece;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;welt_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;shell;;;;
ABYJK00216;billabong;men;adult;clothing;jackets;windbreaker;casual;recycled;;;polyester;;;;;;ripstop;;;;;;;water_repellent;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;hooded;;;;;;full_zip;;;hand_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBBJK03005;billabong;boys;8-16_years;clothing;jackets;rain;casual;;;;polyester;;;;;;ottoman;;;;;;;water_repellent;waterproof;;;;;;;;;;;;;;;;;;;;;;;;;;;hooded;;;;;;full_zip;;;hand_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;10k;;
EBBJK03007;billabong;boys;8-16_years;clothing;jackets;fleece;casual;;;;polyamide;;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;full_zip;;;hand_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBBJK03009;billabong;boys;8-16_years;clothing;jackets;windbreaker;casual;pfc_free;;;polyester;;;;;;ripstop;;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;hooded;;;;;;full_zip;;;hand_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBBJK03010;billabong;boys;8-16_years;clothing;jackets;quilted;casual;;;;polyester;;;;;;taffeta;taffeta;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;hooded;;;;;;full_zip;;;hand_pocket;coin_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
EBJJK00160;billabong;women;adult;clothing;jackets;quilted;casual;;;;cotton;linen;;;;;linen;;;;;;;;;;;;;;last_light;;;;;;;;;;;;;;;;;;;;;oversized;;;;;;button;;;patch_pocket;;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
EBJJK00161;billabong;women;adult;clothing;jackets;rain;casual;;;;polyurethane;;;;;;polar_fleece;polar;fleece;;;;;water_repellent;waterproof;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;regular;;;;;;snap;;;flap_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;shell;;;;
EBJJK00162;billabong;women;adult;clothing;jackets;bomber;casual;;;;polyester;;;;;;rib;taffeta;polyester;;;;;;;;;;;;wave_after_wave;;;;;;;;;;;;;;;;;;;;;oversized;;;;;;full_zip;;;chest_pocket;side_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJJK00163;billabong;women;adult;clothing;jackets;sherpa;casual;;;;cotton;;;;;;sherpa;corduroy;sherpa;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;relax;;;;;;button;;;welt_pocket;chest_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJJK00165;billabong;women;adult;clothing;jackets;puffer;casual;;;;polyester;;;;;;sherpa;sherpa;;;;;;water_repellent;waterproof;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;oversized;;;;;;full_zip;;;welt_pocket;;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;shell;;;;
EBJJK00166;billabong;women;adult;clothing;jackets;puffer;casual;;;;polyester;cotton;;;;;jacquard;poplin;;;;;;water_repellent;waterproof;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;regular;;;;;;snap;;;welt_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;shell;;;;
EBJJK00169;billabong;women;adult;clothing;jackets;sherpa;casual;;;;stretch_polyamide;;;;;;sherpa;;;;;;;;;;;;;;last_light;;;;;;;;;;;;;;;;;;;;;boxy;;;;;;full_zip;;;welt_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;shell;;;;
EBJJK00171;billabong;women;adult;clothing;jackets;shacket;casual;;;;polyester;wool;;;;;melton;diamond_quilted;;;;;;;;;;;;;wave_after_wave;;;;;;;;;;;;;;;;;;;;;oversized;;;;;;button;;;chest_pocket;side_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;padded;;;;
EBJJK00172;billabong;women;adult;clothing;jackets;puffer;casual;;;;polyester;cotton;;;;;poplin;taffeta;polyester;;;;;water_repellent;waterproof;;;;;;wave_after_wave;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;flap_pocket;welt_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;shell;;;;
EBJJK00173;billabong;women;adult;clothing;jackets;sherpa;casual;;;;polyester;;;;;;herringbone;diamond;;;;;;;;;;;;;wave_after_wave;;;;;;;;;;;;;;;;;;;;;boxy;;;;;;full_zip;;;welt_pocket;chest_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;shell;;;;
EBJJK00174;billabong;women;adult;clothing;jackets;corduroy;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;last_light;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;welt_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;synthetic;;;;
EBJJK00177;billabong;women;adult;clothing;jackets;sherpa;casual;;;;polyester;;;;;;faux_shearling;;;;;;;;;;;;;;wave_after_wave;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;welt_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJJK00179;billabong;women;adult;clothing;jackets;corduroy;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;since_73;;;;;;;;;;;;;;;;;;;;;relax;;;;;;zip;;;welt_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;synthetic;;;;
EBYJK00132;billabong;men;adult;clothing;jackets;quilted;casual;;;;cotton;;;;;;canvas;taffeta;quilted;;;;;;;;;;;;mogul;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;chest_pocket;hand_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
EBYJK00133;billabong;men;adult;clothing;jackets;quilted;casual;;;;cotton;;;;;;sherpa;sherpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;button;;;chest_pocket;hand_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
EBYJK00134;billabong;men;adult;clothing;jackets;fleece;casual;;;;polyamide;;;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;full_zip;;;hand_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYJK00135;billabong;men;adult;clothing;jackets;puffer;casual;;;;cotton;;;;;;flannel;;;;;;;;;;;;;;mogul;;;;;;;;;;;;;;;;;;;;;;;;;;;full_zip;;;front_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYJK00136;billabong;men;adult;clothing;jackets;sherpa;casual;;;;polyester;wool;;;;;plaid;quilted;taffeta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;full_zip;;;chest_pocket;hand_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
EBYJK00137;billabong;men;adult;clothing;jackets;soft_shell;casual;recycled;;;polyester;;;;;;;;;;;;;water_repellent;waterproof;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;hooded;;;;;;full_zip;;;hand_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;shell;;10k;;
EBYJK00138;billabong;men;adult;clothing;jackets;rain;casual;;;;polyester;;;;;;;;;;;;;water_repellent;waterproof;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;hooded;;;;;;full_zip;;;zip_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;10k;;
EBYJK00140;billabong;men;adult;clothing;jackets;quilted;casual;;;;cotton;;;;;;corduroy;quilted;taffeta;;;;;insulated;;;;;;;wrangler;;;;;;;;;;;;;;;;;;;;;;;;;;;full_zip;;;hand_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
EBYJK00141;billabong;men;adult;clothing;jackets;rain;casual;;;;polyester;;;;;;ottoman;;;;;;;water_repellent;waterproof;;;;;;;;;;;;;;;;;;;;;;;;;;;hooded;;;;;;full_zip;;;hand_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;10k;;
EBYJK00142;billabong;men;adult;clothing;jackets;quilted;casual;pfc_free;;;polyamide_blend;;;;;;taffeta;taffeta;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;;;;;;;snap;;;chest_pocket;hand_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
EBYJK00145;billabong;men;adult;clothing;jackets;quilted;casual;recycled;;;polyester;;;;;;taffeta;taffeta;;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;;;hooded;;;;;;full_zip;;;zip_pocket;hand_pocket;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
ADBJK03031;dcshoes;boys;8-16_years;clothing;jackets;puffer;casual;;;;nylon;;;;;;ripstop;polyester;taffeta;;;;;insulated;water_repellent;water_resistant;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;boxy;;;;;;full_zip;;;welt_pocket;;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;water_resistant;;
ADYJK03194;dcshoes;men;adult;clothing;jackets;puffer;casual;;;;nylon;;;;;;ripstop;polyester;taffeta;;;;;insulated;water_repellent;water_resistant;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;boxy;;;;;;full_zip;;;hand_pocket;;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;water_resistant;;
ADYJK03200;dcshoes;men;adult;clothing;jackets;parka;casual;;;;cotton;nylon;;;;;plain_weave;poplin;polyester;;;;;insulated;water_repellent;;;;;;mfo_opco;;;;;;;;;;;;;;;;;;;;;standard;;;;;;full_zip;;;chest_pocket;front_pocket;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDBJK03062;dcshoes;boys;8-16_years;clothing;jackets;parka;casual;;;;polyester;cotton;;;;;;polyester;;;;;;water_repellent;water_resistant;;;;;;;;;;;;;;;;;;;;;;;;;;;standard;;;;;;full_zip;;;welt_pocket;;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;padded;;water_resistant;;
EDBJK03063;dcshoes;boys;8-16_years;clothing;jackets;puffer;casual;;;;stretch_nylon;;;;;;plastic;polyester;;;;;;water_repellent;water_resistant;;;;;;;;;;;;;;;;;;;;;;;;;;;boxy;standard;;;;;full_zip;;;front_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;water_resistant;;
EDBJK03066;dcshoes;boys;8-16_years;clothing;jackets;bomber;casual;;;;nylon;;;;;;;polyester;;;;;;water_repellent;water_resistant;;;;;;;;;;;;;;;;;;;;;;;;;;;boxy;standard;;;;;snap;;;front_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;water_resistant;;
EDYJK03262;dcshoes;men;adult;clothing;jackets;parka;casual;;;;cotton_blend;;;;;;poplin;polyester;poplin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;standard;;;;;;full_zip;;;chest_pocket;front_pocket;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;padded;;;;
EDYJK03263;dcshoes;men;adult;clothing;jackets;light;casual;;;;cotton_blend;;;;;;canvas;cotton;flannel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;boxy;standard;;;;;full_zip;;;welt_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDYJK03264;dcshoes;men;adult;clothing;jackets;vest;casual;;;;cotton_blend;;;;;;canvas;cotton;flannel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;standard;;;;;;full_zip;;;chest_pocket;front_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDYJK03265;dcshoes;men;adult;clothing;jackets;vest;casual;;;;stretch_nylon;;;;;;plastic;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;standard;;;;;;full_zip;;;front_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDYJK03266;dcshoes;men;adult;clothing;jackets;bomber;casual;;;;nylon;;;;;;;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;boxy;standard;;;;;snap;;;front_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDYJK03267;dcshoes;men;adult;clothing;jackets;windbreaker;casual;;;;stretch_nylon;;;;;;;mesh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;front_pocket;chest_pocket;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDYJK03268;dcshoes;men;adult;clothing;jackets;parka;casual;;;;polyester;cotton;;;;;;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;standard;;;;;;full_zip;;;welt_pocket;chest_pocket;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;padded;;;;
EDYJK03269;dcshoes;men;adult;clothing;jackets;parka;casual;;;;stretch_nylon;;;;;;;polyester;quilted;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;side_pocket;chest_pocket;inside_pocket;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
ELBJK00132;element;boys;8-16_years;clothing;jackets;fleece;casual;;;;polyester;;;;;;polar_fleece;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;;;half_zip;;;pouch_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBJK00135;element;boys;8-16_years;clothing;jackets;bomber;casual;pfc_free;;;polyester;;;;;;tricot;polyester;tricot;;;;;water_repellent;wind_resistant;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;;;zip;;;front_pocket;inside_pocket;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10k;;
ELBJK00136;element;boys;8-16_years;clothing;jackets;parka;casual;pfc_free;;;polyester;;;;;;sherpa;polyester;sherpa;taffeta;;;;water_repellent;wind_resistant;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;pouch_pocket;zip_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBJK00137;element;boys;8-16_years;clothing;jackets;fleece;casual;;;;polyester;;;;;;polar_fleece;jersey;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;chest_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBJK00138;element;boys;8-16_years;clothing;jackets;fleece;casual;pfc_free;;;polyester;;;;;;sherpa;polyester;mesh;;;;;water_repellent;wind_resistant;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;side_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBJK00139;element;boys;8-16_years;clothing;jackets;puffer;casual;pfc_free;;;polyester;;;;;;taffeta;polyester;taffeta;;;;;water_repellent;wind_resistant;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;zip_pocket;chest_pocket;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBJK00140;element;boys;8-16_years;clothing;jackets;puffer;casual;pfc_free;;;polyester;;;;;;taffeta;polyester;taffeta;;;;;water_repellent;wind_resistant;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;zip_pocket;chest_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBJK00141;element;boys;8-16_years;clothing;jackets;canvas;casual;;;;cotton_blend;;;;;;taffeta;polyester;taffeta;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;patch_pocket;;;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBJK00142;element;boys;8-16_years;clothing;jackets;vest;casual;;;;cotton_blend;;;;;;taffeta;polyester;taffeta;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;patch_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBJK00143;element;boys;8-16_years;clothing;jackets;fleece;casual;;;;polyester;;;;;;sherpa;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;zip_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00123;element;women;adult;clothing;jackets;sherpa;casual;;;;polyester;;;;;;sherpa;polyester;mesh;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;chest_pocket;welt_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00124;element;women;adult;clothing;jackets;sherpa;casual;;;;polyester;;;;;;sherpa;polyester;mesh;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;side_pocket;chest_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00129;element;women;adult;clothing;jackets;puffer;casual;pfc_free;;;polyester;;;;;;ripstop;nylon;ripstop;;;;;water_repellent;wind_resistant;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;snap;;;welt_pocket;chest_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00140;element;women;adult;clothing;jackets;bomber;casual;;;;polyester;;;;;;rib;polyester;taffeta;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;button;;;welt_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00141;element;women;adult;clothing;jackets;bomber;casual;;;;polyester;;;;;;taffeta;polyester;taffeta;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;welt_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00142;element;women;adult;clothing;jackets;parka;casual;pfc_free;;;cotton;;;;;;taffeta;polyester;taffeta;;;;;water_repellent;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;button;;;pouch_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00143;element;women;adult;clothing;jackets;fleece;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;;;snap;;;patch_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00145;element;women;adult;clothing;jackets;denim;casual;;;;cotton_blend;;;;;;denim;polyester;taffeta;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;patch_pocket;chest_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00146;element;women;adult;clothing;jackets;quilted;casual;;;;cotton_blend;;;;;;taffeta;polyester;taffeta;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;front_patch_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
ELJJK00147;element;women;adult;clothing;jackets;quilted;casual;;;;nylon;;;;;;ripstop;polyester;sherpa;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;tie_front;;;side_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;quilted;;;;
ELJJK00148;element;women;adult;clothing;jackets;fleece;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;;;pullover;;;front_patch_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJJK00149;element;women;adult;clothing;jackets;parka;casual;pfc_free;;;polyester;;;;;;taffeta;polyester;taffeta;;;;;water_repellent;wind_resistant;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;zip;;;flap_pocket;chest_pocket;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10k;;
ELYJK00208;element;men;adult;clothing;jackets;parka;casual;pfc_free;;;polyester;cotton;;;;;sherpa;polyester;sherpa;;;;;water_repellent;wind_resistant;;;;;;mfo_opco;;;;;;;;;;;;;;;;;;;;;regular;;;;;;zip;;;inside_pocket;front_zip_pocket;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYJK00209;element;men;adult;clothing;jackets;puffer;casual;pfc_free;;;polyester;;;;;;taffeta;polyester;taffeta;;;;;water_repellent;wind_resistant;;;;;;mfo_opco;;;;;;;;;;;;;;;;;;;;;regular;;;;;;full_zip;;;zip_pocket;chest_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYJK00212;element;men;adult;clothing;jackets;puffer;casual;pfc_free;;;polyester;;;;;;plain_weave;polyester;taffeta;;;;;water_repellent;wind_resistant;;;;;;mfo_opco;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;zip_pocket;chest_pocket;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYJK00214;element;men;adult;clothing;jackets;canvas;casual;;;;cotton_blend;;;;;;plaid;cotton;flannel;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;front_pocket;inside_pocket;;;;;adjustable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYJK00222;element;men;adult;clothing;jackets;fleece;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;;;snap;;;side_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYJK00223;element;men;adult;clothing;jackets;fleece;casual;;;;polyester;;;;;;sherpa;;;;;;;wind_resistant;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;zip_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYJK00224;element;men;adult;clothing;jackets;fleece;casual;;;;polyester;;;;;;sherpa;polyester;mesh;;;;;wind_resistant;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;chest_pocket;hand_warmer_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYJK00225;element;men;adult;clothing;jackets;fleece;casual;pfc_free;;;polyester;;;;;;sherpa;polyester;mesh;;;;;water_repellent;wind_resistant;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;welt_pocket;chest_pocket;welt_pocket;;;;fixed_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;water_resistant;;
ELYJK00226;element;men;adult;clothing;jackets;sherpa;casual;;;;polyester;;;;;;sherpa;polyester;mesh;;;;;wind_resistant;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;zip_pocket;hand_warmer_pocket;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYJK00250;element;men;adult;clothing;jackets;soft_shell;casual;pfc_free;;;polyester;;;;;;ripstop;;;;;;;water_repellent;packable;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;;;full_zip;;;flap_pocket;;;;;;no_hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;shell;;10k;;
