style;color;division;gender;age;category;parent_type;subtype;activity_use;sustainability
ebyha00154;blk;billabong;men;adult;accessories;beanie;cuff;snow;
ebyha00155;blk;billabong;men;adult;accessories;beanie;knit;snow;
ebyjk00132;blk;billabong;men;adult;clothing;jackets;quilted;casual;
ebyjk00133;blk;billabong;men;adult;clothing;jackets;quilted;casual;
ebyjk00134;blk;billabong;men;adult;clothing;jackets;fleece;casual;
ebyjk00135;blk;billabong;men;adult;clothing;jackets;puffer;casual;
ebyjk00136;blk;billabong;men;adult;clothing;jackets;sherpa;casual;
ebyjk00137;blk;billabong;men;adult;clothing;jackets;soft_shell;casual;recycled
ebyjk00138;blk;billabong;men;adult;clothing;jackets;rain;casual;
ebyjk00140;blk;billabong;men;adult;clothing;jackets;quilted;casual;
ebyjk00141;blk;billabong;men;adult;clothing;jackets;rain;casual;
ebyjk00142;blk;billabong;men;adult;clothing;jackets;quilted;casual;pfc_free
ebyjk00145;blk;billabong;men;adult;clothing;jackets;quilted;casual;recycled
ebyjv00118;blk;billabong;men;adult;swim;boardshorts;regular;surf;recycled
ebyjv00119;blk;billabong;men;adult;swim;boardshorts;regular;surf;recycled
ebykt00111;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebykt00112;blk;billabong;men;adult;clothing;polo;classic;casual;
ebykt00113;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebykt00114;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebykt00115;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebykt00116;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebykt00117;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebynp00112;blk;billabong;men;adult;clothing;pants;sweatpants;training;recycled
ebynp00114;blk;billabong;men;adult;clothing;pants;chino;casual;
ebynp00115;blk;billabong;men;adult;clothing;pants;stretch;casual;recycled
ebysf00170;blk;billabong;men;adult;clothing;fleece_polar;fleece;casual;recycled
ebysf00171;blk;billabong;men;adult;clothing;fleece_polar;fleece;casual;recycled
ebysf00172;blk;billabong;men;adult;clothing;fleece_polar;fleece;casual;recycled
ebysf00173;blk;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00174;blk;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00175;blk;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00176;blk;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00177;blk;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00178;blk;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00179;blk;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00180;blk;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysw00105;blk;billabong;men;adult;clothing;pullover;crew;casual;
ebysw00106;blk;billabong;men;adult;clothing;pullover;crew;casual;recycled
ebywt03015;blk;billabong;men;adult;clothing;shirt;button_up;casual;
ebywt03016;blk;billabong;men;adult;clothing;shirt;button_up;casual;
ebywt03018;blk;billabong;men;adult;clothing;shirt;button_up;casual;
ebyzt00175;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00341;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00357;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00358;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00359;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00360;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00361;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00362;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00363;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00364;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00365;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00366;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00367;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00368;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00369;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00370;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00371;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00374;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00375;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00376;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00377;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00378;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00379;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00380;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00382;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00384;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00385;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00386;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00387;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00388;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00389;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00390;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00391;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00393;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00394;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00395;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00396;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00398;blk;billabong;men;adult;clothing;t-shirt;crew;casual;
jabklroa;blk;billabong;women;adult;accessories;backpack;classic;casual;recycled
300529;blk;dc;men;adult;footwear;shoes;skate;skate;
300660;blk;dc;men;adult;footwear;shoes;skate;skate;
300678;blk;dc;women;adult;footwear;shoes;skate;skate;
301043;blk;dc;women;adult;footwear;shoes;skate;skate;
302361;blk;dc;men;adult;footwear;shoes;skate;skate;
303190;blk;dc;men;adult;footwear;shoes;skate;skate;
320188;blk;dc;men;adult;footwear;shoes;skate;skate;
55300096;blk;dc;men;adult;accessories;cap;stretch;active;
adbaa03006;blk;dc;boys;kids;accessories;socks;crew;casual;
adbaa03007;blk;dc;boys;kids;accessories;socks;crew;casual;
adbdp03011;blk;dc;boys;8-16_years;clothing;jeans;wide_legged;casual;
adbdp03012;blk;dc;boys;8-16_years;clothing;jeans;wide_legged;casual;
adbfb03009;blk;dc;boys;8-16_years;clothing;pants;joggers;training;
adbft03065;blk;dc;boys;8-16_years;clothing;pullover;full_zip;casual;
adbft03072;blk;dc;boys;8-16_years;clothing;pullover;crew;casual;
adbha03095;blk;dc;boys;kids;accessories;cap;stretch;active;
adbha03153;blk;dc;boys;kids;accessories;cap;trucker;active;
adbha03170;blk;dc;boys;kids;accessories;beanie;knit;snow;
adbha03179;blk;dc;boys;kids;accessories;cap;snapback;active;
adbha03180;blk;dc;boys;kids;accessories;cap;strapback;active;
adbha03182;blk;dc;boys;kids;accessories;beanie;knit;snow;
adbhn03006;blk;dc;boys;kids;snow;snow_accessory;mittens;snow;
adbhn03007;blk;dc;boys;kids;snow;snow_accessory;gloves;snow;
adbjk03031;blk;dc;boys;8-16_years;clothing;jackets;puffer;casual;
adbnp03010;blk;dc;boys;8-16_years;clothing;pants;chino;casual;
adbo100009;blk;dc;boys;kids;footwear;snowboard_boots;;snow;
adbs100207;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs100263;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs100297;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300256;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300267;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300324;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300327;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300329;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300378;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300385;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300395;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300398;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs300399;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs700089;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs700090;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs700093;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbs700094;blk;dc;boys;kids;footwear;shoes;skate;skate;
adbtj03029;blk;dc;boys;8-16_years;snow;snowboard_jacket;;snow;
adbtj03030;blk;dc;boys;8-16_years;snow;snowboard_jacket;;snow;
adbtj03031;blk;dc;boys;8-16_years;snow;snowboard_jacket;;snow;
adbtj03032;blk;dc;boys;8-16_years;snow;snowboard_jacket;;snow;
adbtp03011;blk;dc;boys;8-16_years;snow;snowboard_pants;classic;snow;
adbtp03013;blk;dc;boys;8-16_years;snow;snowboard_pants;bib_pants;snow;
adbwt03016;blk;dc;boys;8-16_years;clothing;shirt;shacket;casual;
adbzt03262;blk;dc;boys;8-16_years;clothing;t-shirt;crew;casual;
adbzt03271;blk;dc;boys;8-16_years;clothing;t-shirt;crew;casual;
adbzt03274;blk;dc;boys;8-16_years;clothing;t-shirt;crew;casual;
adbzt03275;blk;dc;boys;8-16_years;clothing;t-shirt;crew;casual;
adbzt03288;blk;dc;boys;8-16_years;clothing;t-shirt;crew;casual;
adgs100097;blk;dc;girls;kids;footwear;shoes;skate;skate;
adgs100098;blk;dc;girls;kids;footwear;shoes;skate;skate;
adgs100099;blk;dc;girls;kids;footwear;shoes;skate;skate;
adgs100100;blk;dc;girls;kids;footwear;shoes;skate;skate;
adgs700034;blk;dc;girls;kids;footwear;shoes;skate;skate;
adgs700035;blk;dc;girls;kids;footwear;shoes;skate;skate;
adjb100012;blk;dc;women;adult;footwear;shoes;skate;skate;
adjha03016;blk;dc;women;adult;accessories;beanie;knit;snow;
adjha03018;blk;dc;women;adult;accessories;beanie;knit;snow;
adjha03021;blk;dc;women;adult;accessories;beanie;knit;snow;
adjhn03014;blk;dc;women;adult;snow;snow_accessory;mittens;snow;
adjhn03015;blk;dc;women;adult;snow;snow_accessory;gloves;snow;
adjo100031;blk;dc;women;adult;footwear;snowboard_boots;;snow;
adjo100032;blk;dc;women;adult;footwear;snowboard_boots;;snow;
adjo100033;blk;dc;women;adult;footwear;snowboard_boots;;snow;
adjo100034;blk;dc;women;adult;footwear;snowboard_boots;;snow;
adjs100156;blk;dc;women;adult;footwear;shoes;skate;skate;
adjs100161;blk;dc;women;adult;footwear;shoes;skate;skate;
adjs100162;blk;dc;women;adult;footwear;shoes;skate;skate;
adjs100172;blk;dc;women;adult;footwear;shoes;skate;skate;
adjs300243;blk;dc;women;adult;footwear;shoes;skate;skate;
adjs300310;blk;dc;women;adult;footwear;shoes;skate;skate;
adjtj03049;blk;dc;women;adult;snow;snowboard_jacket;;snow;
adjtj03051;blk;dc;women;adult;snow;snowboard_jacket;;snow;
adjtj03052;blk;dc;women;adult;snow;snowboard_jacket;;snow;
adjtj03053;blk;dc;women;adult;snow;snowboard_jacket;;snow;
adjtp03023;blk;dc;women;adult;snow;snowboard_pants;classic;snow;
adjtp03030;blk;dc;women;adult;snow;snowboard_pants;bib_pants;snow;
adjtp03032;blk;dc;women;adult;snow;snowboard_pants;classic;snow;
adyaa03130;blk;dc;men;adult;accessories;belt;web;casual;
adyaa03132;blk;dc;men;adult;accessories;school_supplies;pencil_case;school;
adyaa03173;blk;dc;men;adult;accessories;snow_accessory;balaclava;snow;
adyaa03174;blk;dc;men;adult;accessories;snow_accessory;balaclava;snow;
adyaa03187;blk;dc;men;adult;accessories;socks;ankle;casual;
adyaa03188;blk;dc;men;adult;accessories;socks;ankle;casual;
adyaa03189;blk;dc;men;adult;accessories;socks;crew;casual;
adyaa03190;blk;dc;men;adult;accessories;socks;crew;casual;
adyaa03191;blk;dc;men;adult;accessories;socks;invisible_socks;casual;
adyb100018;blk;dc;men;adult;footwear;shoes;skate;skate;
adyb100019;blk;dc;men;adult;footwear;shoes;skate;skate;
adyb700042;blk;dc;men;adult;footwear;footwear_boots;booties;active;
adyb700044;blk;dc;men;adult;footwear;footwear_boots;booties;active;
adyb700045;blk;dc;men;adult;footwear;footwear_boots;booties;active;
adyba03056;blk;dc;men;adult;accessories;bag;shoulder;casual;
adyba03060;blk;dc;men;adult;accessories;bag;waist_pack;casual;
adybp03096;blk;dc;men;adult;accessories;backpack;classic;casual;
adybp03101;blk;dc;men;adult;accessories;backpack;classic;casual;
adybp03102;blk;dc;men;adult;accessories;backpack;classic;casual;
adybp03104;blk;dc;men;adult;accessories;backpack;classic;casual;
adybp03106;blk;dc;men;adult;accessories;backpack;technical;active;
adybp03109;blk;dc;men;adult;accessories;backpack;classic;casual;
adybp03110;blk;dc;men;adult;accessories;backpack;classic;casual;
adydp03069;blk;dc;men;adult;clothing;jeans;relaxed;casual;
adydp03070;blk;dc;men;adult;clothing;jeans;relaxed;casual;
adydp03074;blk;dc;men;adult;clothing;jeans;straight;casual;
adydp03079;blk;dc;men;adult;clothing;jeans;wide_legged;casual;
adydp03087;blk;dc;men;adult;clothing;jeans;wide_legged;casual;
adydp03091;blk;dc;men;adult;clothing;jeans;straight;casual;
adydp03093;blk;dc;men;adult;clothing;jeans;baggy;casual;
adyfb03069;blk;dc;men;adult;clothing;pants;joggers;training;
adyfb03072;blk;dc;men;adult;clothing;pants;sweatpants;training;
adyft03389;blk;dc;men;adult;clothing;pullover;full_zip;casual;
adyft03390;blk;dc;men;adult;clothing;pullover;hoodie;casual;
adyft03416;blk;dc;men;adult;clothing;pullover;hoodie;casual;
adyft03417;blk;dc;men;adult;clothing;pullover;hoodie;casual;
adyft03423;blk;dc;men;adult;clothing;pullover;hoodie;casual;
adyft03440;blk;dc;men;adult;clothing;pullover;hoodie;casual;
adyft03442;blk;dc;men;adult;clothing;pullover;hoodie;casual;
adyha03375;blk;dc;men;adult;accessories;beanie;cuff;snow;
adyha03561;blk;dc;men;adult;accessories;cap;stretch;active;
adyha03899;blk;dc;men;adult;accessories;cap;snapback;active;
adyha03902;blk;dc;men;adult;accessories;cap;snapback;active;
adyha04061;blk;dc;men;adult;accessories;cap;trucker;active;
adyha04076;blk;dc;men;adult;accessories;beanie;knit;snow;
adyha04077;blk;dc;men;adult;accessories;beanie;knit;snow;
adyha04078;blk;dc;men;adult;accessories;beanie;knit;snow;
adyha04161;blk;dc;men;adult;accessories;cap;snapback;active;
adyha04164;blk;dc;men;adult;accessories;beanie;knit;snow;
adyha04170;blk;dc;men;adult;accessories;cap;snapback;active;
adyha04181;blk;dc;men;adult;accessories;cap;snapback;active;
adyha04195;blk;dc;men;adult;accessories;cap;stretch;active;
adyha04196;blk;dc;men;adult;accessories;cap;strapback;active;
adyha04197;blk;dc;men;adult;accessories;cap;strapback;active;
adyha04198;blk;dc;men;adult;accessories;cap;snapback;active;
adyha04216;blk;dc;men;adult;accessories;beanie;knit;snow;
adyha04233;blk;dc;men;adult;accessories;cap;strapback;active;
adyhn03029;blk;dc;men;adult;snow;snow_accessory;mittens;snow;
adyhn03030;blk;dc;men;adult;snow;snow_accessory;gloves;snow;
adyhn03036;blk;dc;men;adult;snow;snow_accessory;mittens;snow;
adyhn03037;blk;dc;men;adult;snow;snow_accessory;gloves;snow;
adyjk03194;blk;dc;men;adult;clothing;jackets;puffer;casual;
adyjk03200;blk;dc;men;adult;clothing;jackets;parka;casual;
adykt03246;blk;dc;men;adult;clothing;t-shirt;crew;casual;
adynp03097;blk;dc;men;adult;clothing;pants;chino;casual;
adynp03098;blk;dc;men;adult;clothing;pants;chino;casual;
adyo100071;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adyo100072;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adyo100073;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adyo100074;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adyo100075;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adyo100076;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adyo100077;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adyo100078;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adyo100079;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adyo200056;blk;dc;men;adult;footwear;snowboard_boots;;snow;
adys100314;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100536;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100551;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100615;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100626;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100634;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100647;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100700;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100742;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100743;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100765;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100766;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100787;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100791;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100819;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100822;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100844;blk;dc;men;adult;footwear;shoes;skate;skate;
adys100852;blk;dc;men;adult;footwear;shoes;skate;skate;
adys200075;blk;dc;men;adult;footwear;shoes;skate;skate;
adys200076;blk;dc;men;adult;footwear;shoes;skate;skate;
adys300126;blk;dc;men;adult;footwear;shoes;skate;skate;
adys300151;blk;dc;men;adult;footwear;shoes;skate;skate;
adys300172;blk;dc;men;adult;footwear;shoes;skate;skate;
adys300591;blk;dc;men;adult;footwear;shoes;skate;skate;
adys300739;blk;dc;men;adult;footwear;shoes;skate;skate;
adys300744;blk;dc;men;adult;footwear;shoes;skate;skate;
adys300763;blk;dc;men;adult;footwear;shoes;skate;skate;
adys300769;blk;dc;men;adult;footwear;shoes;skate;skate;
adys300770;blk;dc;men;adult;footwear;shoes;skate;skate;
adys400043;blk;dc;men;adult;footwear;shoes;skate;skate;
adys400047;blk;dc;men;adult;footwear;shoes;skate;skate;
adys400072;blk;dc;men;adult;footwear;shoes;skate;skate;
adys400073;blk;dc;men;adult;footwear;shoes;skate;skate;
adys400080;blk;dc;men;adult;footwear;shoes;skate;skate;
adys700216;blk;dc;men;adult;footwear;footwear_boots;booties;active;
adytj03076;blk;dc;men;adult;snow;snowboard_jacket;;snow;
adytj03083;blk;dc;men;adult;snow;snowboard_jacket;;snow;
adytj03087;blk;dc;men;adult;snow;snowboard_jacket;;snow;
adytj03088;blk;dc;men;adult;snow;snowboard_jacket;;snow;
adytj03089;blk;dc;men;adult;snow;snowboard_jacket;;snow;
adytj03091;blk;dc;men;adult;snow;snowboard_jacket;;snow;
adytj03096;blk;dc;men;adult;snow;snowboard_jacket;;snow;
adytj03097;blk;dc;men;adult;snow;snowboard_jacket;;snow;
adytp03042;blk;dc;men;adult;snow;snowboard_pants;classic;snow;
adytp03049;blk;dc;men;adult;snow;snowboard_pants;classic;snow;
adytp03051;blk;dc;men;adult;snow;snowboard_pants;classic;snow;
adytp03052;blk;dc;men;adult;snow;snowboard_pants;bib_pants;snow;
adytp03054;blk;dc;men;adult;snow;snowboard_pants;classic;snow;
adytp03055;blk;dc;men;adult;snow;snowboard_pants;bib_pants;snow;
adytp03056;blk;dc;men;adult;snow;snowboard_pants;classic;snow;
adywt03104;blk;dc;men;adult;clothing;shirt;shacket;casual;
adywt03116;blk;dc;men;adult;clothing;shirt;flannel;casual;
adyzt04985;blk;dc;men;adult;clothing;t-shirt;crew;casual;
