style;color;name;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;description
erjnp03679;blk;test 2796;253;;roxy;women;adult;clothing;pants;wide;casual;;Type: Regular length pant ^Fabric: Mid-weight printed ecovera crepe 100% viscose (158g/m2)^Fit: Wide leg^Fly/Waist: Mid rise^Elasticated waistband at back^Side pockets^Product appearance may differ slightly depending on print placement.
erjnp03680;blk;test 2797;253;;roxy;women;adult;clothing;pants;wide;casual;;Type: Regular length pant ^Fabric: Mid-weight printed ecovera crepe 100% viscose (158g/m2)^Fit: Wide leg^Fly/Waist: Mid rise^Elasticated waistband at back^Side pockets^Product appearance may differ slightly depending on print placement.
erjnp03687;blk;test 2798;253;;roxy;women;adult;clothing;pants;wide_legged;casual;;Type: Low rise relaxed straight leg pant ^Fabric: Washed Cotton Canvas^Fit: Relaxed fit long length^Fly/Waist: Low rise^Details: Contrast stitching and specialty wash
erjnp03690;blk;test 2799;253;;roxy;women;adult;clothing;pants;leggings;training;;Type: sport legging^Fit: tight fit, ankle leg's length^High and large waistband^Features: specific folded assembly at waistband with no elastic for an optimal comfort and freedom of movement^Tech pockets at side legs^Fabric: Stretch and soft fabric that's breathable and quick drying for an optimal comfort during practice^Content: 75% recycled polyester, 25% elastane
erjnp03691;blk;test 2800;253;;roxy;women;adult;clothing;pants;flare;casual;;Type: Easy wear pull on corduroy pant^Fabric: Stretchy knit corduroy 68% Cotton, 30% Polyester, 2% Elastane^Fit: Mid rise flare legs^Waist: elasticated waistband with flat cotton drawcord ^Side pockets^Roxy heart embroidery at left leg
erjnp03717;blk;test 2801;253;;roxy;women;adult;clothing;jeans;relaxed;casual;;Type: Straight denim pant ^Fabric: Washed denim 74% cotton 25% recycle cotton 1% elastane (13oz)^Fit: Straight fit ankle length^Fly/Waist: Mid rise^Front waistband opening with Roxy heritage metal shank button^Hidden metal shank buttons at fly^Metal rivets detail^Five pockets.
erjnp03942;blk;test 2802;253;;roxy;women;adult;clothing;pants;leggings;training;;Type: sport legging^ankle leg's length^High and large waistband^Features: specific folded assembly at waistband with no elastic for an optimal comfort and freedom of movement^Tech pockets at side legs^Fabric: Stretch and soft fabric that's breathable and quick drying for an optimal comfort during practice^Content: 75% recycled polyester, 25% elastane
erjns03440;blk;test 2803;253;;roxy;women;adult;clothing;shorts;biker;training;;Type: sport biker short^Fit: tight fit with legs 6 inches length^High and large waistband^Features: specific folded assembly at waistband with no elastic for an optimal comfort and freedom of movement^Tech pockets at side legs^Fabric: Stretch and soft fabric that's breathable and quick drying for an optimal comfort during practice^Content: 75% recycled polyester, 25% elastane
erjns03530;blk;test 2804;253;;roxy;women;adult;clothing;shorts;sport;training;;Type: Technical shorts^Fit: loose fit with scallop cuts at side^3 inches inseam length^Features : Elasticated waistband adjustable with drawcords^Inside mesh pocket^Fabric: light fabric that's breathable and quick drying for an optimal comfort during practice^Content: 90% Recycled Polyester, 10% Elastane
erjns03568;blk;test 2805;253;;roxy;women;adult;clothing;shorts;sport;training;pfc_free;Type: Sport short^Fit : loose fit^Features: Hands pockets^Pockets at side legs closed by zipper or hook and loop^Soft waistband made with ribbed fabric adjustable with elasticated drawcord^Fabric: Really soft and light fabric with DWR PFC free treatment, quick drying and repellent^Content: Main fabric 100% recycled polyester^Waistband: 87% recycled polyester, 13% Elastane
erjns03601;blk;test 2806;253;;roxy;women;adult;clothing;shorts;sweat_shorts;training;;Type: Easy pull on sweater short^Fabric: Mid-weight yarn 60% cotton 40% acrylic^Mid rise^Loose fit^Elasticated ribbed waistband^Rib at bottom legs^Fancy open knitting.
erjns03603;blk;test 2807;253;;roxy;women;adult;clothing;shorts;wide;casual;;Type: Easy wear striped pull on short^Fabric: 100% cotton waffle (205g/m2)^Fit: High rise ^Waist: elastic waist^Side pockets^Back patch pockets^Product appearance may differ slightly depending on wash
erjns03606;blk;test 2808;253;;roxy;women;adult;clothing;shorts;biker;training;;Type: Sport biker shorts^Fit: Tight fit biker shorts^Features: Encased elastic at waistband^Print placement can differ slightly^Fabric: Stretch and soft fabric that's breathable and quick drying for an optimal comfort during practice^Content: 75% recycled polyester, 25% elastane
erjns03608;blk;test 2809;253;;roxy;women;adult;clothing;shorts;wide;casual;;Type: Easy wear striped pull on short^Fabric: Mid-weight yarn dyed stripe slub 60% cotton 40% viscose (150g/m2)^Fit: High rise ^Waist: elastic waist^Side pockets^Back patch pockets^Product appearance may differ slightly depending on stripes placement.
erjns03614;blk;test 2810;253;;roxy;women;adult;clothing;shorts;biker;training;;Type: sport biker short^Fit: tight fit with legs 6 inches length^High and large waistband^Features: specific folded assembly at waistband with no elastic for an optimal comfort and freedom of movement^Tech pockets at side legs^Fabric: Stretch and soft fabric that's breathable and quick drying for an optimal comfort during practice^Content: 75% recycled polyester, 25% elastane
erjpf03162;blk;test 2811;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;Type: Technical mid layer^TECHNOLOGY: ROXY WARMLINK with intergrated heating panel at back^FIT: Tailored, a slimmer more comtemporary look for easy layering^FABRIC: 100% polyester bonded sherpa fleece^FEATURES: ROXY WARMLINK controller at chest pocket^2 zippered hand pockets, WARMLINK powerbank connection cable in left hand pocket
erjpf03168;blk;test 2812;253;;roxy;women;adult;clothing;fleece_polar;hoodie;casual;;Type: Polar fleece pullover hoodie^Fabric: 100% polyester polar fleece (300g/m2)^Fit: Regular fit^Pockets: Kangaroo pocket^Roxy wave patch at chest^drawcord at hood
erjpf03176;blk;test 2813;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Full zipped relaxed polar with printed woven yoke^Fabric: Solid sherpa 100% recycled polyester (330gr/m2)^Fit: Loose fit^Neck: High collar^Lining: not lined^Pockets: Side slash pockets^Nylon contrasted binding^Roxy leather patch at left sleeve
erjpf03178;blk;test 2814;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Half zipped regular pull on polar^Fabric: Printed sherpa 100% recycled polyester (300gr/m2)^Fit: Regular fit^Neck: High collar^Metal zipper with Roxy puller^Roxy leather patch at left sleeve
erjpf03203;blk;test 2815;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Sport sweater^Fit: regular mid cropped length^Features: half zip^Rib band at cuff and bottom hem^Fabric: Warm and soft fabric for an extra comfort and smooth feel^Content: Sherpa: 100% recycled polyester
erjpf03208;blk;test 2816;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Half zip printed polar fleece^Fabric: Printed bonded sherpa 100% Recycle polyester (385gr/m2)^Fit: Oversized fit^Neck: High collar^Pockets: Side pockets^Nylon zipper^Roxy suede patch
erjpf03212;blk;test 2817;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Full zipped relaxed polar^Fabric: Embossed sherpa 100% recycled polyester (330gr/m2)^Fit: Loose fit^Neck: High collar^Lining: not lined^Pockets: Side slash pockets^Nylon contrasted binding^Roxy leather patch at left sleeve
erjpf03214;blk;test 2818;253;;roxy;women;adult;clothing;fleece_polar;fleece;casual;;Type: Polar shacket^Fabric: 70% Recycled Polyester, 30% Polyester (300g/m2)^Fit: Oversized fit^Lining: Unlined^Pockets: Chest patch pockets with button flaps^Closure: Front wood button closure^Roxy suede patch at left sleeve
erjpf03216;blk;test 2819;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Half zipped regular pull on polar^Fabric: Printed bonded double face sherpa 100% polyester (300gr/m2)^Fit: Regular fit^Neck: High collar^Nylon zipper^Roxy leather patch on kangaroo pocket
erjpf03217;blk;test 2820;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Sport sweater^Fit: Oversize crew neck fleece^Features: Rib band at collar, cuff and bottom hem^Woven overlay at chest and back^Fabric: Warm and soft buckled sherpa fabric for an extra comfort and smooth feel^Content: Main fabric : 100% recycled polyester^Overlay : 100% recycled polyester^Print placement may differ slightly
erjpf03218;blk;test 2821;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Sport vest^Fit: Regular zippered vest with large collar^Features: Hands pockets^Elasticated bindings at hems^Fabric: Warm sherpa fabric for an extra comfort and smooth feel^Content: 100% recycled polyester^Print placement may differ slightly
erjpf03219;blk;test 2822;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Sport vest^Fit: Loose fit zippered vest with high collar^Features: Adjustable bottom hem with elasticated drawcord^Zippered chest pocket in woven fabric^Chin guard^Fabric: Warm and soft buckled sherpa fabric for an extra comfort and smooth feel^Content: Sherpa : 100% recycled polyester^Woven overlay : 100% recycled polyester
erjpf03220;blk;test 2823;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Sport sweater^Fit: regular zippered fit with high collar, half cropped length^Encased elastic at bottom hem and cuffs^Pockets^Chin guard^Fabric: Warm sherpa fabric for an extra comfort and smooth feel^Content: Main fabric : 100% recycled polyester^Print placement may differ slightly
erjpf03221;blk;test 2824;253;;roxy;women;adult;clothing;fleece_polar;hoodie;casual;;Type: Polar fleece pullover hoodie^Fabric: 100% polyester polar fleece (300g/m2)^Fit: Regular fit^Lining at hood^Pockets: Kangaroo pocket^Roxy embroidery at chest^drawcord at hood
erjpf03227;blk;test 2825;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Oversized hoodied zipped polar^Fabric: Heather sherpa for vintage look 100% recycled polyester (350gr/m2)^Lining: Jersey lining in hood^Fit: Oversized fit^Pockets: Side pockets^Closure: Front zip closure^Roxy Heart embroidery at chest
erjpf03228;blk;test 2826;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Half zipped regular pull on polar^Fabric: Printed sherpa 100% recycled polyester (300gr/m2)^Fit: Regular fit^Neck: High collar^Metal zipper with Roxy puller^Roxy leather patch at left sleeve
erjpf03229;blk;test 2827;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Button up polar fleece top^Fabric: Heather sherpa for vintage look 100% recycled polyester (350gr/m2)^Lining: Jersey lining at front panel^Fit: Relaxed fit^Pockets: Side pockets^Closure: roxy metal snap Button^Roxy Heart embroidery at chest
erjpf03231;blk;test 2828;253;;roxy;women;adult;clothing;fleece_polar;fleece;casual;;Type: Polar fleece shirt jacket with contrast placket and pocket^Fabric: 100% polyester polar fleece (358g/m2)^Fit: Oversized fit^Lining: Unlined^Pocket: Contrast jersey chest patch pockets with zipper pocket^Closure: Front snap closure
erjpf03232;blk;test 2829;253;;roxy;women;adult;clothing;fleece_polar;hoodie;casual;;Type: Polar fleece full zip hoodie^Fabric: Fluffy polar fleece 100% Recycled Polyester^Fit: Relaxed^Details: Engineered printed artwork at hemline
erjpf03233;blk;test 2830;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Half zipped regular pull on polar^Fabric: Printed bonded double face sherpa 100% polyester (300gr/m2)^Fit: Regular fit^Neck: High collar^Nylon zipper^Roxy leather patch on kangaroo pocket
erjpf03234;blk;test 2831;253;;roxy;women;adult;clothing;fleece_polar;fleece;casual;;Type: Check plaid Polar fleece shirt jacket^Fabric: 100% recycled polyester bonded polar fleece (358g/m2)^Fit: Oversized fit^Lining: Unlined^Pockets: Chest patch pockets with button flaps^Closure: Front closure with recycler polyester buttons ^Roxy suede patch
erjpf03235;blk;test 2832;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Sherpa polar fleece vest ^Fabric: Heather sherpa for vintage look 100% recycled polyester (350gr/m2)^Lining: Jersey lining at front panel^Fit: Relaxed fit^Pockets: Side pockets^Closure: roxy metal snap Button^Roxy Heart embroidery at chest
erjpf03236;blk;test 2833;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Full zipped relaxed polar^Fabric: Printed sherpa 100% recycled polyester (330gr/m2)^Fit: Loose fit^Neck: High collar^Lining: not lined^Pockets: Side slash pockets^Nylon contrasted binding^Roxy leather patch at left sleeve
erjpf03237;blk;test 2834;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Half zipped regular pull on polar^Fabric: Printed bonded double face sherpa 100% polyester (300gr/m2)^Fit: Regular fit^Neck: High collar^Nylon zipper^Roxy leather patch on kangaroo pocket
erjpf03242;blk;test 2835;253;;roxy;women;adult;clothing;fleece_polar;sherpa;casual;;Type: Sport sweater^Fit: Loose and mid crop length fit with high collar^Features: Zippered pockets at sides and chest^Encased elastic at cuffs and bottom hemband^Fabric: Warm and soft buckled sherpa fabric for an extra comfort and smooth feel^Content: 100% recycled polyester
erjsw03657;blk;test 2836;253;;roxy;women;adult;clothing;pullover;crew;casual;;Type: Technical mid layer^TECHNOLOGY: ROXY Warmflight technology combines excellent heat retention with high breathability and comfy feel.^FIT: Regular, classic fit which offers unrestricted movement and maximum comfort.^FABRIC: 70% Cotton, 30% wool jacquard knit
erjsw03666;blk;test 2837;253;;roxy;women;adult;clothing;pullover;crew;casual;;Type: Crew neck sweater^Fabric: Heavy weight chunky yarn 100% acrylic 3GG^Fit: Dropped shoulders^Rib at collar and at bottom body and sleeves^Jersey knitting.
erjsw03667;blk;test 2838;253;;roxy;women;adult;clothing;pullover;knit;casual;;Type: Turtle neck sweater^Fabric: Mid-weight warm yarn 54%nylon 23% acrylic 23% polyester^Dropped shoulders^Loose fit regular length^Turtle neck^Front fancy cable knitting^Half cardigan knitting at back and sleeves^Bulky sleeves^Rib around neckline and at bottom body and sleeves.
erjsw03668;blk;test 2839;253;;roxy;women;adult;clothing;pullover;chunky;casual;;Type: Half zip mock neck sweater^Fabric: Heavy weight, chunky yarn 100% Acrylic 3GG^Fit: Dropped shoulders^Rib at collar and at bottom body and sleeves^Jersey knitting^Relaxed fit
erjsw03669;blk;test 2840;253;;roxy;women;adult;clothing;pullover;knit;casual;;Type: Slouchy cozy cardigan^Fabric: Mid-weight warm yarn 54%nylon 23% acrylic 23% polyester^Dropped shoulders^Loose boxy fit^Front opening with recycle turtoise buttons^Bulky sleeves^Half cardigan knitting^Yarn dyed stripes on body and sleeves.
erjsw03671;blk;test 2841;253;;roxy;women;adult;clothing;pullover;crew;casual;;Type: Crew neck sweater^Fabric: Mid-weight yarn 60% cotton 40% acrylic^Dropped shoulders^Boxy fit^Rib around neckline and at bottom body^Flare sleeves^Fancy open knitting.
erjsw03672;blk;test 2842;253;;roxy;women;adult;clothing;pullover;crew;casual;;Type: Crew neck sweater^Fabric: Yarn 51% Acrylic, 40% Nylon, 9% Wool^Fit: Relaxed easy fit^Dropped shoulders^Rib at collar and at bottom body and sleeves^Jersey knitting^Space dye ombre affect^Pieces may vary in appearance due to specialty yarn detail
erjsw03673;blk;test 2843;253;;roxy;women;adult;clothing;pullover;knit;casual;;Type: Turtleneck jacquard cozy sweater^Fabric: 52% Viscose, 28% Polyester, 20% Nylon^Fit: Loose fit^Dropped shoulders^Rolled turtlenck^Fancy jacquard graphic detail at chest and sleeves
erjsw03674;blk;test 2844;253;;roxy;women;adult;clothing;pullover;crew;casual;;Type: Crew neck sweater^Fabric: Heavy weight yarn 100% acrylic 3GG^Fit: Easy fit^Dropped shoulders^Rib at collar and at bottom body and sleeves^Jersey knitting^Intarsia graphic at front and back
erjsw03677;blk;test 2845;253;;roxy;women;adult;clothing;pullover;knit;casual;;Type: Slouchy cozy cardigan^Fabric: Mid-weight yarn 100% polyester chenille 5GG^Dropped shoulders^Loose boxy fit^Front opening with recycle turtoise buttons^Bulky sleeves^Fancy cable knit detailing
erjsw03679;blk;test 2846;253;;roxy;women;adult;clothing;pullover;crew;casual;;Type: Crew neck cable knit sweater^Fabric: Mid-weight yarn 100% polyester chenille 5GG^Fit: Boxy fit ^Rib at collar and raw edge effect at hemline^Cables detail at body and sleeves.
erjsw03680;blk;test 2847;253;;roxy;women;adult;clothing;pullover;crew;casual;;Type: Long sleeve cropped sweater^Fabric: Mid-weight yarn 100% cotton^Fit: Fitted^Cropped length^Scoop neck^Irregular rib knitting^Yarn dyed stripes.
erjsw03681;blk;test 2848;253;;roxy;women;adult;clothing;pullover;knit;casual;;Type: Long sleeve easy sweater^Fabric: Light weight yarn 100% acrylic 12GG^Fit: Regular fit^Regular length^V neck^Fancy knitting at center front, around neckline and shoulder seams^Rib at bottom body and sleeves.
erjsw03682;blk;test 2849;253;;roxy;women;adult;clothing;pullover;full_zip;casual;;Type: Mock neck full zip sweater^Fabric: 60% Polyester, 35% Nylon, 5% Wool ^Fit: Slim fit zip up with princess seam styling ^Neck: Mock neck^Roxy x Chloe Kim moto inspired patches
erjsw03684;blk;test 2850;253;;roxy;women;adult;clothing;pullover;crew;casual;;Type: Oversized crew neck sweater with moto details^Fabric: 60% Polyester, 35% Nylon, 5% Wool^Fit: Oversize fit^Rib at hem and cuffs^Moto inspired graphics at front and sleeves
erjtg03239;blk;test 2851;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^Fit: Large^Made Better: UP TO 30% BIO BASE OR RECYCLED RAW MATERIAL BASED ON MAIN WEIGHT COMPONENTS^composition: FRAME:15% Bio base content 85% TPU injection No varnish and no painting^STRAP:60% Recycled nylon 20% polyester 20% rubber^^Comfort: Double density face foam and polar fleece for maximum comfort^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Super Anti-fog >120s with anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens categorie 3^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022^
erjtg03240;blk;test 2852;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe Cylindrical Photochromic double lens ADAPT¨ filter category S1 to S3^^Frame Technology: Traditionnal lens system^Fit: Large^Made Better: UP TO 30% BIO BASE OR RECYCLED RAW MATERIAL^composition: FRAME:15% Bio base content 85% TPU injection No varnish and no painting^STRAP:60% Recycled nylon 20% polyester 20% rubber^^Comfort: Double density face foam and polar fleece for maximum comfort^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Super Anti-fog >120s with anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens photochromic from categorie 1 to cat 3^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022^
erjtg03241;blk;test 2853;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe Cylindrical Photochromic double lens ADAPT¨ filter category S1 to S3^^Frame Technology: Traditionnal lens system^Fit: Large^Made Better: UP TO 30% BIO BASE OR RECYCLED RAW MATERIAL^composition: FRAME:15% Bio base content 85% TPU injection No varnish and no painting^STRAP:60% Recycled nylon 20% polyester 20% rubber^^Comfort: Double density face foam and polar fleece for maximum comfort^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Super Anti-fog >120s with anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens photochromic from categorie 1 to cat 3^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022^
erjtg03242;blk;test 2854;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Cylindrical double lens^^Frame Technology: Traditionnal lens system^Fit: Small^Made Better: ^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: Classic filter mesh^UV protection: 100% UV protection - Filter lens categorie 3^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjtg03243;blk;test 2855;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Cylindrical double lens^^Frame Technology: Traditionnal lens system^Fit: Small^Made Better: ^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: Classic filter mesh^UV protection: 100% UV protection - Filter lens categorie 1^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjtg03244;blk;test 2856;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^Fit: Medium^Made Better: ^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens categorie 3^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjtg03246;blk;test 2857;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe spherical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^Fit: Medium^Made Better: UP TO 30% BIO BASE OR RECYCLED RAW MATERIAL^composition: FRAME:15% Bio base content 85% TPU injection No varnish and no painting^STRAP:60% Recycled nylon 20% polyester 20% rubber^^Comfort: Double density face foam and polar fleece for maximum comfort^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Super Anti-fog >120s with anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens categorie 3^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022^
erjtg03247;blk;test 2858;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe spherical double lens technology Sonar powared by ZEISS¨ ^Free COLOR LUXE bad weather bonus lens included^Frame Technology: Speed connect with magnet easy lens exchange^Fit: Large^Made Better: UP TO 30% BIO BASE OR RECYCLED RAW MATERIAL^composition: FRAME:15% Bio base content 85% TPU injection No varnish and no painting^STRAP:60% Recycled nylon 20% polyester 20% rubber^^Comfort: Double density face foam and polar fleece for maximum comfort^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Super Anti-fog >120s with anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens categorie 3 and categorie 1 for bonus lens^Packaging: Thermoformed semi-hard case with Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022^
erjtg03249;blk;test 2859;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^Fit: Medium^Made Better: ^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^OTG frame shape compatible for optical wearers^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: Classic filter mesh^UV protection: 100% UV protection - Filter lens categorie 3^Packaging: Microfiber protective pouch^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjtg03250;blk;test 2860;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^Fit: Medium^Made Better: ^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^OTG frame shape compatible for optical wearers^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: Classic filter mesh^UV protection: 100% UV protection - Filter lens categorie 3^Packaging: Microfiber protective pouch^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjtg03251;blk;test 2861;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe Cylindrical double lens technology Sonar powared by ZEISS¨ ^Free COLOR LUXE bad weather bonus lens included^Frame Technology: Speed connect wth magnet and secure side clip^Fit: Large^Made Better: UP TO 30% BIO BASE OR RECYCLED RAW MATERIAL^composition: FRAME:21% bio base content 79% TPU injection with no varnish and no painting^STRAP:60% Recycled nylon 20% polyester 20% rubber^^Comfort: Double density face foam and polar fleece for maximum comfort^OTG frame shape compatible for optical wearers^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens categorie 3 and categorie 1 for bonus lens^Packaging: Thermoformed semi-hard case with Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjtg03253;blk;test 2862;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe Cylindrical double lens technology Sonar powared by ZEISS¨ ^Free COLOR LUXE bad weather bonus lens included^Frame Technology: Speed connect with magnet easy lens exchange^Fit: Medium^Made Better: UP TO 30% BIO BASE OR RECYCLED RAW MATERIAL^composition: FRAME:21% bio base content 79% TPU injection with no varnish and no painting^STRAP:60% Recycled nylon 20% polyester 20% rubber^^Comfort: Double density face foam and polar fleece for maximum comfort^OTG frame shape compatible for optical wearers^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens categorie 3 and categorie 1 for bonus lens^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022
erjtg03254;blk;test 2863;253;;roxy;women;adult;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe Spherical Photochromic double lens ADAPT¨ filter category S1 to S3^^Frame Technology: Traditionnal lens system^Fit: Medium^Made Better: UP TO 30% BIO BASE OR RECYCLED RAW MATERIAL^composition: FRAME:15% Bio base content 85% TPU injection No varnish and no painting^STRAP:60% Recycled nylon 20% polyester 20% rubber^^Comfort: Double density face foam and polar fleece for maximum comfort^Inside silicone strap grip^antifog: Distortion free and shatter resistant lens with Super Anti-fog >120s with anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens photochromic from categorie 1 to cat 3^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022^
erjtj03477;blk;test 2864;253;;roxy;women;adult;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 10,000g] Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X2 Low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long.^ Insulation: 70% Recycled [Fill weight: 120g body, 100g sleeves, 60g hood]^ROXY HYDROSMART technology integrated into collar^ROXY WARMLINK: Compatible with our heated belt *sold separately^FIT: Tailored short: A slimmer, more contemporary look with all the mobility of a regular fit in a shorter length.^ECO ACTIONS: Made with at least*% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste ^PFAS-free water repellent coating^SHELL FABRIC: JIAREN 100% Recycled Polyester Dobby^FEATURES^Seams: Critical zones seam taping ^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: 2-way adjustable removable hood^Powder Skirt: Fixed taffeta snap-away powder skirt with Jacket-to-pant attachment system^Zips: ^Pockets: 2 zippered handwarmer pockets, internal media and goggle pocket, patch on sleeve pass pocket^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Internal stretch wrist gaiters with thumbhole, Sleeve cuff adjuster^adjustable drawcords at hem
