style;division;gender;category;parent_type;subtype_1;subtype_2;subtype_3;subtype_4;activity_use_1;activity_use_2;activity_use_3;age;sustainability_1;sustainability_2;sustainability_3;sustainability_certification;fabric_main_1;fabric_main_2;fabric_main_3;fabric_main_4;fabric_main_5;fabric_subtype;lining_1;lining_2;lining_3;filling;padding_material;technology_1;technology_2;technology_3;technology_4;technology_5;technology_6;prod_collection;size;dimension_height;dimension_length;dimension_width;volume;backpack_size;number_pocket_bag;straps_1;straps_2;straps_3;straps_4;straps_5;visor;lens_tint_1;lens_tint_2;fit_1;fit_2;fit_3;sleeve_length;leg_length;closure;waist;pocket_1;pocket_2;pocket_3;pocket_4;pocket_5;pocket_6;pocket_7;dress_length;hood;neck;reversible;denim_wash;print;footwear_height;outsole;insole;sole_type;top_shape_1;top_shape_2;top_shape_3;top_shape_4;top_shape_5;bottom_shape_1;bottom_shape_2;bottom_shape_3;bottom_shape_4;coverage_1;coverage_2;bra_impact;padding;uv_protection;wetsuit_type;thickness;water-temp;wetsuit_technology_1;wetsuit_technology_2;wetsuit_technology_3;wetsuit_seam_1;wetsuit_seam_2;wetsuit-entry;snow_activity;flex_rating;rocker;insulation_level;insulation_technology;waterproofing_level;waterproofing_technology;Lumina Comments
ELBZT00221;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00222;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00223;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00224;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00225;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00226;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00227;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00233;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00234;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00235;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00236;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00237;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00239;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00240;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00241;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00242;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00243;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00244;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00245;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00246;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00247;element;boys;clothing;t-shirt;crew;;;;casual;;;8-16_years;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJKT00117;element;women;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;stretch_cotton;;;;;rib;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;cropped;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJZT00137;element;women;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJZT00138;element;women;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00175;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;chest_pocket;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00176;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;;;chest_pocket;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00177;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;chest_pocket;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00181;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00182;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;long_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00184;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;chest_pocket;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00186;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00187;element;men;clothing;t-shirt;crew;;;;casual;active;;adult;recycled;;;;polyester;;;;;;;;;;;polartec_power_dry;;;;;;element_x_nature_calls;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00188;element;men;clothing;t-shirt;crew;;;;casual;active;;adult;recycled;;;;polyester;;;;;;;;;;;polartec_power_dry;;;;;;element_x_nature_calls;;;;;;;;;;;;;;;;relax;;;long_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00487;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00488;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00489;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00490;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00491;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00492;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00493;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00494;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00495;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00496;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00498;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00499;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00500;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00501;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00502;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00503;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00504;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00505;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00506;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00508;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00509;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00511;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00512;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00513;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00514;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;long_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00515;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00516;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00517;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00518;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;water_resistant;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00519;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;water_resistant;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00520;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;water_resistant;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00521;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;water_resistant;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00522;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;water_resistant;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00523;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;water_resistant;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00524;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;water_resistant;;;;;;element_x_nature_calls;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00525;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;water_resistant;;;;;;element_x_nature_calls;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00527;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;water_resistant;;;;;;element_x_vitoria_mendonca;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00528;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;esp_element_special_projects;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00529;element;men;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;jersey;;;;;;;;;;;;element_x_nature_calls;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A351557;rvca;men;clothing;t-shirt;crew;;;;casual;;;adult;;;;;cotton;;;;;;;;;;;;;;;;;lauryn_alvarez;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;chest_pocket;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A351558;rvca;men;clothing;t-shirt;crew;knit;;;casual;;;adult;organic;;;;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A351559;rvca;men;clothing;t-shirt;crew;;;;casual;;;adult;;;;;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;chest_pocket;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS011500;rvca;men;clothing;t-shirt;crew;knit;;;casual;active;;adult;recycled;;;;stretch_polyester;;;;;jersey;;;;;;;;;;;;va_sport_mens;;;;;;;;;;;;;;;;performance;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS431500;rvca;men;clothing;t-shirt;crew;;;;casual;;;adult;;;;;polyester;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS431501;rvca;men;clothing;t-shirt;crew;;;;casual;;;adult;;;;;polyester;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS431502;rvca;men;clothing;t-shirt;crew;;;;casual;;;adult;;;;;polyester;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS431507;rvca;men;clothing;t-shirt;crew;;;;casual;;;adult;;;;;polyester;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS431508;rvca;men;clothing;t-shirt;crew;;;;casual;;;adult;;;;;polyester;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS431509;rvca;men;clothing;t-shirt;crew;;;;casual;active;;adult;;;;;polyester;cotton;;;;;;;;;;dri-release;moisture-wicking;;;;;va_sport_mens;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS431512;rvca;men;clothing;t-shirt;crew;;;;casual;;;adult;;;;;polyester;cotton;;;;;;;;;;dri-release;moisture-wicking;;;;;lauryn_alvarez;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS431514;rvca;men;clothing;t-shirt;crew;;;;casual;active;;adult;;;;;polyester;cotton;;;;;;;;;;moisture-wicking;;;;;;va_sport_mens;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS431516;rvca;men;clothing;t-shirt;crew;;;;casual;;;adult;;;;;polyester;cotton;;;;;;;;;;dri-release;moisture-wicking;;;;;;;;;;;;;;;;;;;;;regular;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVJZT00153;rvca;women;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVJZT00154;rvca;women;clothing;t-shirt;crew;;;;casual;;;adult;organic;;;;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;short_sleeve;;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
